t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
12.2724,20,20,20,218,delta,2
12.2932,20,20,20,218,delta,2
12.3151,20,20,20,218,delta,2
12.3374,20,20,20,218,delta,2
12.359,20,20,20,218,delta,2
12.3935,20,20,20,218,delta,2
12.4148,20,20,20,218,delta,2
12.436,20,20,20,218,delta,2
12.4569,20,20,20,218,delta,2
12.4772,20,20,20,218,delta,2
12.512,20,20,20,218,delta,2
12.5329,20,20,20,218,delta,2
12.5537,20,20,20,218,delta,2
12.5752,20,20,20,218,delta,2
12.5954,20,20,20,218,delta,2
12.6277,20,20,20,218,delta,2
12.6488,20,20,20,218,delta,2
12.6695,20,20,20,218,delta,2
12.6908,20,20,20,218,delta,2
12.7112,20,20,20,218,delta,2
12.7458,20,20,20,218,delta,2
12.7675,20,20,20,218,delta,2
12.7895,20,20,20,218,delta,2
12.8109,20,20,20,218,delta,2
12.8335,20,20,20,218,delta,2
12.8677,20,20,20,218,delta,2
12.8891,20,20,20,218,delta,2
12.911,20,20,20,218,delta,2
12.931,20,20,20,218,delta,2
12.9513,20,20,20,218,delta,2
12.9834,20,20,20,218,delta,2
13.0052,20,20,20,218,delta,2
13.0268,20,20,20,218,delta,2
13.0494,20,20,20,218,delta,2
13.0709,20,20,20,218,delta,2
13.1045,20,20,20,218,delta,2
13.125,20,20,20,218,delta,2
13.145,20,20,20,218,delta,2
13.1655,20,20,20,218,delta,2
13.1868,20,20,20,218,delta,2
13.2177,20,20,20,218,delta,2
13.2388,20,20,20,218,delta,2
13.2588,20,20,20,218,delta,2
13.2796,20,20,20,218,delta,2
13.3012,20,20,20,218,delta,2
13.3326,20,20,20,218,delta,2
13.3546,20,20,20,218,delta,2
13.3761,20,20,20,218,delta,2
13.3987,20,20,20,218,delta,2
13.4211,20,20,20,218,delta,2
13.4553,20,20,20,218,delta,2
13.4763,20,20,20,218,delta,2
13.4984,20,20,20,218,delta,2
13.5198,20,20,20,218,delta,2
13.54,20,20,20,218,delta,2
13.5726,20,20,20,218,delta,2
13.594,20,20,20,218,delta,2
13.6164,20,20,20,218,delta,2
13.638,20,20,20,218,delta,2
13.6605,20,20,20,218,delta,2
13.6918,20,20,20,218,delta,2
13.7122,20,20,20,218,delta,2
13.7333,20,20,20,218,delta,2
13.7558,20,20,20,218,delta,2
13.7779,20,20,20,218,delta,2
13.8121,20,20,20,218,delta,2
13.8331,20,20,20,218,delta,2
13.8549,20,20,20,218,delta,2
13.8754,20,20,20,218,delta,2
13.8969,20,20,20,218,delta,2
13.9299,20,20,20,218,delta,2
13.9508,20,20,20,218,delta,2
13.9711,20,20,20,218,delta,2
13.9933,20,20,20,218,delta,2
14.0149,20,20,20,218,delta,2
14.0498,20,20,20,218,delta,2
14.0715,20,20,20,218,delta,2
14.0935,20,20,20,218,delta,2
14.1152,20,20,20,218,delta,2
14.1374,20,20,20,218,delta,2
14.1694,20,20,20,218,delta,2
14.19,20,20,20,218,delta,2
14.2111,20,20,20,218,delta,2
14.2328,20,20,20,218,delta,2
14.2534,20,20,20,218,delta,2
14.29,20,20,20,218,delta,2
14.3107,20,20,20,218,delta,2
14.3326,20,20,20,218,delta,2
14.3546,20,20,20,218,delta,2
14.3758,20,20,20,218,delta,2
14.4067,20,20,20,218,delta,2
14.428,20,20,20,218,delta,2
14.4507,20,20,20,218,delta,2
14.4725,20,20,20,218,delta,2
14.494,20,20,20,218,delta,1
15.0491,0,20,20,218,delta,1
15.1496,0,20,20,218,delta,1
15.1695,0,20,20,218,delta,1
15.1895,0,20,20,218,delta,1
15.2095,0,20,20,218,delta,1
15.2416,0,20,20,218,delta,1
15.2616,0,20,20,218,delta,1
15.2817,0,20,20,218,delta,1
15.3019,0,20,20,218,delta,1
15.3216,0,20,20,218,delta,1
15.3536,0,20,20,218,delta,1
15.3746,0,20,20,218,delta,1
15.3948,0,20,20,218,delta,1
15.4147,0,20,20,218,delta,1
15.4344,0,20,20,218,delta,1
15.4651,0,20,20,218,delta,1
15.4852,0,20,20,218,delta,1
15.5057,0,20,20,218,delta,1
15.5255,0,20,20,218,delta,1
15.5454,0,20,20,218,delta,1
15.5775,0,20,20,218,delta,1
15.5976,0,20,20,218,delta,1
15.6178,0,20,20,218,delta,1
15.6377,0,20,20,218,delta,1
15.6575,0,20,20,218,delta,1
15.6883,0,20,20,218,delta,1
15.7087,0,20,20,218,delta,1
15.7289,0,20,20,218,delta,1
