t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
11.7735,0,0,0,95,delta,2
11.7933,0,0,0,95,delta,2
11.8133,0,0,0,95,delta,2
11.8332,0,0,0,95,delta,2
11.8533,0,0,0,95,delta,2
11.8846,0,0,0,95,delta,2
11.9065,0,0,0,95,delta,2
11.9266,0,0,0,95,delta,2
11.9469,0,0,0,95,delta,2
11.9678,0,0,0,95,delta,2
11.9991,0,0,0,95,delta,2
12.0192,0,0,0,95,delta,2
12.0396,0,0,0,95,delta,2
12.0597,0,0,0,95,delta,2
12.0793,0,0,0,95,delta,2
12.1106,0,0,0,95,delta,2
12.1302,0,0,0,95,delta,2
12.1505,0,0,0,95,delta,2
12.1702,0,0,0,95,delta,2
12.1903,0,0,0,95,delta,2
12.2225,0,0,0,95,delta,2
12.2424,0,0,0,95,delta,2
12.2635,0,0,0,95,delta,2
12.2834,0,0,0,95,delta,2
12.3034,0,0,0,95,delta,2
12.3341,0,0,0,95,delta,2
12.3541,0,0,0,95,delta,2
12.3745,0,0,0,95,delta,2
12.3945,0,0,0,95,delta,2
12.4143,0,0,0,95,delta,2
12.4455,0,0,0,95,delta,2
12.4659,0,0,0,95,delta,2
12.4875,0,0,0,95,delta,2
12.5073,0,0,0,95,delta,2
12.5271,0,0,0,95,delta,2
12.5624,0,0,0,95,delta,2
12.5824,0,0,0,95,delta,2
12.6025,0,0,0,95,delta,2
12.6222,0,0,0,95,delta,2
12.6422,0,0,0,95,delta,2
12.6734,0,0,0,95,delta,2
12.6931,0,0,0,95,delta,2
12.7136,0,0,0,95,delta,2
12.7332,0,0,0,95,delta,2
12.7532,0,0,0,95,delta,2
12.7854,0,0,0,95,delta,2
12.8051,0,0,0,95,delta,2
12.8257,0,0,0,95,delta,2
12.8474,0,0,0,95,delta,2
12.8673,0,0,0,95,delta,2
12.8984,0,0,0,95,delta,2
12.9183,0,0,0,95,delta,2
12.9385,0,0,0,95,delta,2
12.9584,0,0,0,95,delta,2
12.9786,0,0,0,95,delta,2
13.0095,0,0,0,95,delta,2
13.0294,0,0,0,95,delta,2
13.0493,0,0,0,95,delta,2
13.0692,0,0,0,95,delta,2
13.0893,0,0,0,95,delta,2
13.1206,0,0,0,95,delta,2
13.1402,0,0,0,95,delta,2
13.1606,0,0,0,95,delta,2
13.1805,0,0,0,95,delta,2
13.2003,0,0,0,95,delta,2
13.2314,0,0,0,95,delta,2
13.2513,0,0,0,95,delta,2
13.2714,0,0,0,95,delta,2
13.2912,0,0,0,95,delta,2
13.3113,0,0,0,95,delta,2
13.3424,0,0,0,95,delta,2
13.3622,0,0,0,95,delta,2
13.3849,0,0,0,95,delta,2
13.4052,0,0,0,95,delta,2
13.4275,0,0,0,95,delta,2
13.4583,0,0,0,95,delta,2
13.4796,0,0,0,95,delta,2
13.4994,0,0,0,95,delta,2
13.5192,0,0,0,95,delta,2
13.5397,0,0,0,95,delta,2
13.5723,0,0,0,95,delta,2
13.5926,0,0,0,95,delta,2
13.6125,0,0,0,95,delta,2
13.6323,0,0,0,95,delta,2
13.6525,0,0,0,95,delta,2
13.6834,0,0,0,95,delta,2
13.7034,0,0,0,95,delta,2
13.7233,0,0,0,95,delta,2
13.7432,0,0,0,95,delta,2
13.7636,0,0,0,95,delta,2
13.7942,0,0,0,95,delta,2
13.8144,0,0,0,95,delta,2
13.8343,0,0,0,95,delta,2
13.8549,0,0,0,95,delta,2
13.8757,0,0,0,95,delta,2
13.9106,0,0,0,95,delta,2
13.9328,0,0,0,95,delta,2
13.9537,0,0,0,95,delta,2
13.9742,0,0,0,95,delta,2
13.9945,0,0,0,95,delta,2
14.0276,0,0,0,95,delta,2
14.0472,0,0,0,95,delta,2
14.0671,0,0,0,95,delta,2
14.0876,0,0,0,95,delta,2
14.1074,0,0,0,95,delta,2
14.1383,0,0,0,95,delta,2
14.1582,0,0,0,95,delta,2
14.1783,0,0,0,95,delta,2
14.1993,0,0,0,95,delta,2
14.2192,0,0,0,95,delta,2
14.2508,0,0,0,95,delta,2
14.2714,0,0,0,95,delta,2
14.2917,0,0,0,95,delta,2
14.312,0,0,0,95,delta,2
14.3322,0,0,0,95,delta,2
14.364,0,0,0,95,delta,2
14.3859,0,0,0,95,delta,2
14.4061,0,0,0,95,delta,2
14.4265,0,0,0,95,delta,2
14.4461,0,0,0,95,delta,2
14.4772,0,0,0,95,delta,2
14.4972,21,4,4,96,none,2
14.5194,21,12,4,96,interval,2
14.5411,21,19,4,96,interval,2
14.5614,21,21,4,96,interval,2
14.5927,21,21,4,96,interval,2
14.6137,21,21,4,96,interval,2
14.6354,21,21,4,96,interval,2
14.6558,21,21,4,96,interval,2
14.6765,21,21,4,96,interval,2
14.7088,21,21,21,97,delta,2
14.7292,21,21,21,97,delta,2
14.7493,21,21,21,97,delta,2
14.7695,21,21,21,97,delta,2
14.7894,21,21,21,97,delta,2
14.8205,21,21,21,97,delta,2
14.8406,21,21,21,97,delta,2
14.8611,21,21,21,97,delta,2
14.8815,21,21,21,97,delta,2
14.9016,21,21,21,97,delta,2
14.9346,21,21,21,97,delta,2
14.9565,21,21,21,97,delta,2
14.9787,21,21,21,97,delta,2
14.9989,21,21,21,97,delta,2
15.0193,21,21,21,97,delta,2
15.0505,21,21,21,97,delta,2
15.0706,21,21,21,97,delta,2
15.0914,21,21,21,97,delta,2
15.112,21,21,21,97,delta,2
15.1322,21,21,21,97,delta,2
15.1637,21,21,21,97,delta,2
15.1851,21,21,21,97,delta,2
15.2056,21,21,21,97,delta,2
15.2282,21,21,21,97,delta,2
15.2494,21,21,21,97,delta,2
15.2835,21,21,21,97,delta,2
15.3039,21,21,21,97,delta,2
15.3258,21,21,21,97,delta,2
15.3462,21,21,21,97,delta,2
15.3664,21,21,21,97,delta,2
15.3975,21,21,21,97,delta,2
15.4173,21,21,21,97,delta,2
15.4375,21,21,21,97,delta,2
15.4574,21,21,21,97,delta,2
15.4774,21,21,21,97,delta,2
15.5086,21,21,21,97,delta,2
15.5304,21,21,21,97,delta,2
15.555,21,21,21,97,delta,2
15.5753,21,21,21,97,delta,2
15.5959,21,21,21,97,delta,2
15.6273,21,21,21,97,delta,2
15.6475,21,21,21,97,delta,2
15.6695,21,21,21,97,delta,2
15.6914,21,21,21,97,delta,2
15.7119,21,21,21,97,delta,2
15.7431,21,21,21,97,delta,2
15.7635,21,21,21,97,delta,2
15.7855,21,21,21,97,delta,2
15.8078,21,21,21,97,delta,2
15.8285,21,21,21,97,delta,2
15.8592,21,21,21,97,delta,2
15.8795,21,21,21,97,delta,2
15.8994,21,21,21,97,delta,2
15.9197,21,21,21,97,delta,2
15.9406,21,21,21,97,delta,2
15.9716,21,21,21,97,delta,2
15.9926,21,21,21,97,delta,2
16.0125,21,21,21,97,delta,2
16.0331,21,21,21,97,delta,2
16.0544,21,21,21,97,delta,2
16.0851,21,21,21,97,delta,2
16.1063,21,21,21,97,delta,2
16.1263,21,21,21,97,delta,2
16.1464,21,21,21,97,delta,2
16.1664,21,21,21,97,delta,2
16.1976,21,21,21,97,delta,2
16.2196,21,21,21,97,delta,2
16.2405,21,21,21,97,delta,2
16.2611,21,21,21,97,delta,2
16.2819,21,21,21,97,delta,2
16.3134,21,21,21,97,delta,2
16.3343,21,21,21,97,delta,2
16.3545,21,21,21,97,delta,2
16.375,21,21,21,97,delta,2
16.3956,21,21,21,97,delta,2
16.4277,21,21,21,97,delta,2
16.4493,21,21,21,97,delta,2
16.4693,21,21,21,97,delta,2
16.4897,21,21,21,97,delta,2
16.5104,21,21,21,97,delta,2
16.5397,21,21,21,97,delta,2
16.5609,21,21,21,97,delta,2
16.5815,21,21,21,97,delta,2
16.602,21,21,21,97,delta,2
16.6224,21,21,21,97,delta,2
16.6535,21,21,21,97,delta,2
16.6733,21,21,21,97,delta,2
16.6933,21,21,21,97,delta,2
16.7139,21,21,21,97,delta,2
16.7353,21,21,21,97,delta,2
16.7664,21,21,21,97,delta,2
16.7865,21,21,21,97,delta,2
16.8065,21,21,21,97,delta,2
16.8267,21,21,21,97,delta,2
16.8474,21,21,21,97,delta,2
16.8792,21,21,21,97,delta,2
16.8994,21,21,21,97,delta,2
16.9195,21,21,21,97,delta,2
16.9399,21,21,21,97,delta,2
