t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
12.2527,0,16,16,221,delta,1
12.2727,0,16,16,221,delta,1
12.2925,0,16,16,221,delta,1
12.3128,0,16,16,221,delta,1
12.3449,0,16,16,221,delta,1
12.365,0,16,16,221,delta,1
12.3858,0,16,16,221,delta,1
12.4057,0,16,16,221,delta,1
12.426,0,16,16,221,delta,1
12.4572,0,16,16,221,delta,1
12.4778,0,16,16,221,delta,1
12.4989,0,16,16,221,delta,1
12.5187,0,16,16,221,delta,1
12.539,0,16,16,221,delta,1
12.5713,0,16,16,221,delta,1
12.5917,0,16,16,221,delta,1
12.6124,0,16,16,221,delta,1
12.6326,0,16,16,221,delta,1
12.6529,0,16,16,221,delta,1
12.6832,0,16,16,221,delta,1
12.7038,0,16,16,221,delta,1
12.7235,0,16,16,221,delta,1
12.7435,0,16,16,221,delta,1
12.7638,0,16,16,221,delta,1
12.7951,0,16,16,221,delta,1
12.8157,0,16,16,221,delta,1
12.8358,0,16,16,221,delta,1
12.8558,0,16,16,221,delta,1
12.8759,0,16,16,221,delta,1
12.9075,0,16,16,221,delta,1
12.9278,0,16,16,221,delta,1
12.9477,0,16,16,221,delta,1
12.9678,0,16,16,221,delta,1
12.9884,0,16,16,221,delta,1
13.0195,0,16,16,221,delta,1
13.0398,0,16,16,221,delta,1
13.0597,0,16,16,221,delta,1
13.0794,0,16,16,221,delta,1
13.0998,0,16,16,221,delta,1
13.1305,0,16,16,221,delta,1
13.1506,0,16,16,221,delta,1
13.1707,0,16,16,221,delta,1
13.1904,0,16,16,221,delta,1
13.2109,0,16,16,221,delta,1
13.2421,0,16,16,221,delta,1
13.2628,0,16,16,221,delta,1
13.2829,0,16,16,221,delta,1
13.303,0,16,16,221,delta,1
13.3249,0,16,16,221,delta,1
13.3558,0,16,16,221,delta,1
13.377,0,16,16,221,delta,1
13.3985,0,16,16,221,delta,1
13.4195,0,16,16,221,delta,1
13.4402,0,16,16,221,delta,1
13.4719,0,16,16,221,delta,1
13.4925,0,16,16,221,delta,1
13.5129,0,16,16,221,delta,1
13.5339,0,16,16,221,delta,1
13.5548,0,16,16,221,delta,1
13.5859,0,16,16,221,delta,1
13.6066,0,16,16,221,delta,1
13.6268,0,16,16,221,delta,1
13.647,0,16,16,221,delta,1
13.6677,0,16,16,221,delta,1
13.6987,0,16,16,221,delta,1
13.7185,0,16,16,221,delta,1
13.7386,0,16,16,221,delta,1
13.7588,0,16,16,221,delta,1
13.7785,0,16,16,221,delta,1
13.8094,0,16,16,221,delta,1
13.8297,0,16,16,221,delta,1
13.8498,0,16,16,221,delta,1
13.8699,0,16,16,221,delta,1
13.8907,0,16,16,221,delta,1
13.9228,0,16,16,221,delta,1
13.9426,0,16,16,221,delta,1
13.9629,0,16,16,221,delta,1
13.9848,0,16,16,221,delta,1
14.005,0,16,16,221,delta,1
14.0384,0,16,16,221,delta,1
14.0588,0,16,16,221,delta,1
14.0791,0,16,16,221,delta,1
14.0996,0,16,16,221,delta,1
14.1198,0,16,16,221,delta,1
14.1502,0,16,16,221,delta,1
14.1705,0,16,16,221,delta,1
14.1909,0,16,16,221,delta,1
14.2115,0,16,16,221,delta,1
14.2317,0,16,16,221,delta,1
14.2623,0,16,16,221,delta,1
14.2826,0,16,16,221,delta,1
14.3039,0,16,16,221,delta,1
14.3248,0,16,16,221,delta,1
14.3447,0,16,16,221,delta,1
14.3766,0,16,16,221,delta,1
14.3964,0,16,16,221,delta,1
14.4169,0,16,16,221,delta,1
14.4379,0,16,16,221,delta,1
14.4588,0,16,16,221,delta,1
14.4905,0,16,16,221,delta,1
14.5105,0,16,16,221,delta,1
14.5316,0,16,16,221,delta,1
14.5525,0,16,16,221,delta,1
14.5731,0,16,16,221,delta,1
14.6054,0,16,16,221,delta,1
14.6254,0,16,16,221,delta,1
14.6459,0,16,16,221,delta,1
14.6666,0,16,16,221,delta,1
14.6866,0,16,16,221,delta,1
14.7192,0,16,16,221,delta,1
14.7394,0,16,16,221,delta,1
14.7598,0,16,16,221,delta,1
14.7797,0,16,16,221,delta,1
14.7996,0,16,16,221,delta,1
14.8312,0,16,16,221,delta,1
14.8515,0,16,16,221,delta,1
14.8717,0,16,16,221,delta,1
14.8915,0,16,16,221,delta,1
14.9117,0,16,16,221,delta,1
14.9425,0,16,16,221,delta,1
14.9624,0,16,16,221,delta,1
14.9829,0,16,16,221,delta,1
15.0048,0,16,16,221,delta,1
15.028,0,16,16,221,delta,1
15.0594,0,16,16,221,delta,1
15.0796,0,16,16,221,delta,1
15.0996,0,16,16,221,delta,1
15.1195,0,16,16,221,delta,1
15.1401,0,16,16,221,delta,1
15.1715,0,16,16,221,delta,1
15.1919,0,16,16,221,delta,1
15.2125,0,16,16,221,delta,1
15.2329,0,16,16,221,delta,1
15.2538,0,16,16,221,delta,1
15.2846,0,16,16,221,delta,1
15.3047,0,16,16,221,delta,1
15.3247,0,16,16,221,delta,1
15.3452,0,16,16,221,delta,1
15.3659,0,16,16,221,delta,1
15.3974,0,16,16,221,delta,1
15.4185,0,16,16,221,delta,1
15.4388,0,16,16,221,delta,1
15.4586,0,16,16,221,delta,1
15.4788,0,16,16,221,delta,1
15.5094,0,16,16,221,delta,1
15.5313,0,16,16,221,delta,1
15.5526,0,16,16,221,delta,1
15.5736,0,16,16,221,delta,1
15.5938,0,16,16,221,delta,1
15.6251,0,16,16,221,delta,1
15.6455,0,16,16,221,delta,1
15.6655,0,16,16,221,delta,1
15.6857,0,16,16,221,delta,1
15.7059,0,16,16,221,delta,1
15.7378,0,16,16,221,delta,1
15.7577,0,16,16,221,delta,1
15.7776,0,16,16,221,delta,1
15.7979,0,16,16,221,delta,1
15.8185,0,16,16,221,delta,1
15.8493,0,16,16,221,delta,1
15.8695,0,16,16,221,delta,1
15.8896,0,16,16,221,delta,1
15.9096,0,16,16,221,delta,1
15.9298,0,16,16,221,delta,1
15.9621,0,16,16,221,delta,1
15.983,0,16,16,221,delta,1
16.0038,0,16,16,221,delta,1
16.0245,0,16,16,221,delta,1
16.046,0,16,16,221,delta,1
16.08,0,16,16,221,delta,1
16.1004,0,16,16,221,delta,1
16.1207,0,16,16,221,delta,1
16.1406,0,16,16,221,delta,1
16.1607,0,16,16,221,delta,1
16.1913,0,16,16,221,delta,1
16.2116,0,16,16,221,delta,1
16.2317,0,16,16,221,delta,1
16.2516,0,16,16,221,delta,1
16.2718,0,16,16,221,delta,1
16.3036,0,16,16,221,delta,1
16.3236,0,16,16,221,delta,1
16.3438,0,16,16,221,delta,1
16.3644,0,16,16,221,delta,1
16.3845,0,16,16,221,delta,1
16.4161,0,16,16,221,delta,1
16.4364,0,16,16,221,delta,1
16.4567,0,16,16,221,delta,1
16.4768,0,16,16,221,delta,1
16.4967,0,16,16,221,delta,1
16.5274,0,16,16,221,delta,1
16.5476,0,16,16,221,delta,1
16.568,0,16,16,221,delta,1
16.5902,0,16,16,221,delta,1
16.6128,0,16,16,221,delta,1
16.7771,0,16,16,221,delta,1
16.7978,0,16,16,221,delta,1
16.8179,0,16,16,221,delta,1
16.8387,0,16,16,221,delta,1
16.8588,0,16,16,221,delta,1
16.8894,0,16,16,221,delta,1
16.9097,0,16,16,221,delta,1
16.9295,0,16,16,221,delta,1
16.9498,0,16,16,221,delta,1
16.9695,0,16,16,221,delta,1
17.0004,0,16,16,221,delta,1
17.0204,0,16,16,221,delta,1
17.0405,0,16,16,221,delta,1
17.0607,0,16,16,221,delta,1
17.0808,0,16,16,221,delta,1
17.1117,0,16,16,221,delta,1
17.1316,0,16,16,221,delta,1
17.1514,0,16,16,221,delta,1
17.1719,0,16,16,221,delta,1
17.1925,0,16,16,221,delta,1
17.2232,0,16,16,221,delta,1
17.2434,0,16,16,221,delta,1
17.2634,0,16,16,221,delta,1
17.2838,0,16,16,221,delta,1
17.3038,0,16,16,221,delta,1
17.3347,0,16,16,221,delta,1
17.3547,0,16,16,221,delta,1
17.3749,0,16,16,221,delta,1
17.3967,0,16,16,221,delta,1
17.4167,0,16,16,221,delta,1
17.4471,0,16,16,221,delta,1
17.4673,0,16,16,221,delta,1
17.4876,0,16,16,221,delta,1
17.5076,0,16,16,221,delta,1
17.5274,0,16,16,221,delta,1
17.5587,0,16,16,221,delta,1
17.5788,0,16,16,221,delta,1
17.6004,0,16,16,221,delta,1
17.6211,0,16,16,221,delta,1
17.6418,0,16,16,221,delta,1
17.675,0,16,16,221,delta,1
17.6953,0,16,16,221,delta,1
17.7156,0,16,16,221,delta,1
17.7354,0,16,16,221,delta,1
17.7555,0,16,16,221,delta,1
17.786,0,16,16,221,delta,1
17.8064,0,16,16,221,delta,1
17.8268,0,16,16,221,delta,1
17.8466,0,16,16,221,delta,1
17.8666,0,16,16,221,delta,1
17.8981,0,16,16,221,delta,1
17.9183,0,16,16,221,delta,1
17.9387,0,16,16,221,delta,1
17.9586,0,16,16,221,delta,1
17.979,0,16,16,221,delta,1
18.0119,0,16,16,221,delta,1
18.0327,0,16,16,221,delta,1
18.0539,0,16,16,221,delta,1
18.0745,0,16,16,221,delta,1
18.0946,0,16,16,221,delta,1
18.1264,0,16,16,221,delta,1
18.1463,0,16,16,221,delta,1
18.1666,0,16,16,221,delta,1
18.1867,0,16,16,221,delta,1
18.207,0,16,16,221,delta,1
18.2381,0,16,16,221,delta,1
18.2583,0,16,16,221,delta,1
18.2786,0,16,16,221,delta,1
18.2984,0,16,16,221,delta,1
