t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason
16.2791,0,0,0,85,delta
16.3,0,0,0,85,delta
16.3205,0,0,0,85,delta
16.3414,0,0,0,85,delta
16.3613,0,0,0,85,delta
16.3813,0,0,0,85,delta
16.4014,0,0,0,85,delta
16.4216,0,0,0,85,delta
16.4413,0,0,0,85,delta
16.4614,0,0,0,85,delta
16.4815,0,0,0,85,delta
16.5012,0,0,0,85,delta
16.5211,0,0,0,85,delta
16.5414,0,0,0,85,delta
16.5613,0,0,0,85,delta
16.5813,0,0,0,85,delta
16.6013,0,0,0,85,delta
16.6213,0,0,0,85,delta
16.6413,0,0,0,85,delta
16.6615,0,0,0,85,delta
16.6813,0,0,0,85,delta
16.7011,0,0,0,85,delta
16.7214,0,0,0,85,delta
16.7412,0,0,0,85,delta
16.7612,0,0,0,85,delta
16.7813,0,0,0,85,delta
16.8011,0,0,0,85,delta
16.8212,0,0,0,85,delta
16.8412,0,0,0,85,delta
16.8612,0,0,0,85,delta
16.881,0,0,0,85,delta
16.9015,0,0,0,85,delta
16.9213,0,0,0,85,delta
16.9411,0,0,0,85,delta
16.9622,0,0,0,85,delta
16.9828,0,0,0,85,delta
17.003,0,0,0,85,delta
17.0233,0,0,0,85,delta
17.0431,0,0,0,85,delta
17.0633,0,0,0,85,delta
17.0833,0,0,0,85,delta
17.1034,0,0,0,85,delta
17.1232,0,0,0,85,delta
17.1435,0,0,0,85,delta
17.1632,0,0,0,85,delta
17.1831,0,0,0,85,delta
17.2034,0,0,0,85,delta
17.2234,0,0,0,85,delta
17.2432,0,0,0,85,delta
17.2635,0,0,0,85,delta
17.2832,0,0,0,85,delta
17.3036,0,0,0,85,delta
17.3234,0,0,0,85,delta
17.3434,0,0,0,85,delta
17.3632,0,0,0,85,delta
17.3835,0,0,0,85,delta
17.4032,0,0,0,85,delta
17.4231,0,0,0,85,delta
17.4434,0,0,0,85,delta
17.4642,0,0,0,85,delta
17.4842,0,0,0,85,delta
17.5045,0,0,0,85,delta
17.5243,0,0,0,85,delta
17.5442,0,0,0,85,delta
17.5644,0,0,0,85,delta
17.5841,0,0,0,85,delta
17.6049,0,0,0,85,delta
17.6255,0,0,0,85,delta
17.6454,0,0,0,85,delta
17.6653,0,0,0,85,delta
17.6857,0,0,0,85,delta
17.7063,0,0,0,85,delta
17.7263,0,0,0,85,delta
17.7464,0,0,0,85,delta
17.7662,0,0,0,85,delta
17.7864,0,0,0,85,delta
17.8064,0,0,0,85,delta
17.8266,0,0,0,85,delta
17.8461,0,0,0,85,delta
17.8664,0,0,0,85,delta
17.8862,0,0,0,85,delta
17.9061,0,0,0,85,delta
17.9264,0,0,0,85,delta
17.9461,0,0,0,85,delta
17.9663,0,0,0,85,delta
17.9872,0,0,0,85,delta
18.0072,0,0,0,85,delta
18.0278,0,0,0,85,delta
18.0483,0,0,0,85,delta
18.0682,0,0,0,85,delta
18.0885,0,0,0,85,delta
18.1085,0,0,0,85,delta
18.1284,0,0,0,85,delta
18.1482,0,0,0,85,delta
18.1682,0,0,0,85,delta
18.1881,0,0,0,85,delta
18.2084,0,0,0,85,delta
18.2283,0,0,0,85,delta
18.2484,0,0,0,85,delta
18.2682,0,0,0,85,delta
18.2884,0,0,0,85,delta
18.3084,0,0,0,85,delta
18.3282,0,0,0,85,delta
18.3485,0,0,0,85,delta
18.3683,0,0,0,85,delta
18.3883,0,0,0,85,delta
18.4083,0,0,0,85,delta
18.4284,0,0,0,85,delta
18.4481,0,0,0,85,delta
18.4684,0,0,0,85,delta
18.4882,0,0,0,85,delta
18.5081,0,0,0,85,delta
18.5284,0,0,0,85,delta
18.5481,0,0,0,85,delta
18.5682,0,0,0,85,delta
18.5883,0,0,0,85,delta
18.6083,0,0,0,85,delta
18.6284,0,0,0,85,delta
18.6484,0,0,0,85,delta
18.6682,0,0,0,85,delta
18.688,0,0,0,85,delta
18.7083,0,0,0,85,delta
18.728,0,0,0,85,delta
18.7483,0,0,0,85,delta
18.7685,0,0,0,85,delta
18.7884,0,0,0,85,delta
18.8082,0,0,0,85,delta
18.8284,0,0,0,85,delta
18.8483,0,0,0,85,delta
18.8681,0,0,0,85,delta
18.8883,0,0,0,85,delta
18.908,0,0,0,85,delta
18.9282,0,0,0,85,delta
18.9482,0,0,0,85,delta
18.9684,0,0,0,85,delta
18.9881,0,0,0,85,delta
19.0083,0,0,0,85,delta
19.0281,0,0,0,85,delta
19.048,0,0,0,85,delta
19.0683,0,0,0,85,delta
19.088,0,0,0,85,delta
19.1083,0,0,0,85,delta
19.1289,0,0,0,85,delta
19.1494,0,0,0,85,delta
19.1691,0,0,0,85,delta
19.1894,0,0,0,85,delta
19.2091,0,0,0,85,delta
19.2293,0,0,0,85,delta
19.2495,0,0,0,85,delta
19.2702,0,0,0,85,delta
19.2903,0,0,0,85,delta
19.3106,0,0,0,85,delta
19.3305,0,0,0,85,delta
19.3502,0,0,0,85,delta
19.3705,0,0,0,85,delta
19.3905,0,0,0,85,delta
19.4101,0,0,0,85,delta
19.4305,0,0,0,85,delta
19.4502,0,0,0,85,delta
19.4702,0,0,0,85,delta
19.4902,0,0,0,85,delta
19.5101,0,0,0,85,delta
19.5301,0,0,0,85,delta
19.5505,0,0,0,85,delta
19.5703,0,0,0,85,delta
19.5902,0,0,0,85,delta
19.6105,0,0,0,85,delta
19.6304,0,0,0,85,delta
19.6501,0,0,0,85,delta
19.6706,0,0,0,85,delta
19.6903,0,0,0,85,delta
19.7102,0,0,0,85,delta
19.7307,0,0,0,85,delta
19.751,0,0,0,85,delta
19.7713,0,0,0,85,delta
19.7914,0,0,0,85,delta
19.8112,0,0,0,85,delta
19.8313,0,0,0,85,delta
19.8514,0,0,0,85,delta
19.8714,0,0,0,85,delta
19.8968,0,0,0,85,delta
19.979,0,0,0,85,delta
20.0618,0,0,0,85,delta
20.0824,0,0,0,85,delta
20.1022,0,0,0,85,delta
20.1242,0,0,0,85,delta
20.1441,0,0,0,85,delta
20.1641,0,0,0,85,delta
20.1844,0,0,0,85,delta
20.2041,0,0,0,85,delta
20.2242,0,0,0,85,delta
20.2444,0,0,0,85,delta
20.2642,0,0,0,85,delta
20.2842,0,0,0,85,delta
20.3044,0,0,0,85,delta
20.3244,0,0,0,85,delta
20.345,0,0,0,85,delta
20.366,0,0,0,85,delta
20.3866,0,0,0,85,delta
20.4063,0,0,0,85,delta
20.4266,0,0,0,85,delta
20.4462,0,0,0,85,delta
20.4663,0,0,0,85,delta
20.4865,0,0,0,85,delta
20.506,0,0,0,85,delta
20.526,0,0,0,85,delta
20.5465,0,0,0,85,delta
20.5662,0,0,0,85,delta
20.5862,0,0,0,85,delta
20.6064,0,0,0,85,delta
20.6263,0,0,0,85,delta
20.6462,0,0,0,85,delta
20.6665,0,0,0,85,delta
